x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8
0.6564593315124512,0.1505845387776692,0.68199356396993,0.2773272593816121,0.4208798408508301,0.2779590487480163,0.7464915911356608,0.457793394724528,0.3638687133789062,0.5287334124247233,0.8485995133717855,0.5114810864130656,0.5472188790639242,0.5953203837076823,0.6764610608418783,0.6189459164937338,0.4882419904073079,0.6347591876983643
0.6564593315124512,0.1505845387776692,0.68199356396993,0.2773272593816121,0.4208798408508301,0.2779590487480163,0.7464915911356608,0.457793394724528,0.3638687133789062,0.5287334124247233,0.8485995133717855,0.5114810864130656,0.5472188790639242,0.5953203837076823,0.6764610608418783,0.6189459164937338,0.4882419904073079,0.6347591876983643
0.6595644950866699,0.1451752583185831,0.6826731363932291,0.2742222547531128,0.4235785007476806,0.2778152624766032,0.748103141784668,0.4528532425562541,0.362859567006429,0.5265432596206665,0.8492590586344401,0.5309482415517172,0.5453784068425497,0.5938908259073893,0.6771217187245687,0.619917114575704,0.4907841285069783,0.6352624495824178
0.6586209932963053,0.1428867777188619,0.6822248299916586,0.2744102676709493,0.4240682919820149,0.2777115901311238,0.7457733154296875,0.4497292041778564,0.3608636856079101,0.5238455931345621,0.8464534282684326,0.533021608988444,0.540452241897583,0.5916939973831177,0.6769618988037109,0.6195756594340006,0.4932102759679158,0.6350437005360922
0.6584135293960571,0.1421824296315511,0.6793895562489828,0.2731712261835734,0.4210416078567505,0.2789761622746785,0.7472966512044271,0.4513374169667561,0.3598738114039103,0.5245011647542318,0.8484048843383789,0.5714175701141357,0.5413119395573934,0.5948873360951742,0.676986296971639,0.6216577688852946,0.4944876432418823,0.6380784114201864
0.6517957051595052,0.1425255835056305,0.6805204550425211,0.2744632363319397,0.4221802155176798,0.2797949314117431,0.7481792767842611,0.4591102600097656,0.3609050909678141,0.5270509719848633,0.8442916870117188,0.5704366763432821,0.5448112487792969,0.595690647761027,0.6774606704711914,0.6224221388498942,0.4937197764714559,0.6381038029988607
0.6517672141393026,0.1424254576365153,0.6805609862009684,0.2743541200955708,0.4221824804941813,0.2797452211380005,0.7480716705322266,0.4589856465657552,0.3609317143758138,0.527092456817627,0.8442734877268473,0.5702167749404907,0.5449301799138387,0.5956846872965494,0.6774681409200033,0.622264583905538,0.4937371015548706,0.6380269527435303
0.640346089998881,0.1391810576121012,0.6784351666768392,0.2725983460744222,0.4174082676569621,0.281667947769165,0.7441488901774088,0.4536557197570801,0.3585984706878662,0.5261243184407552,0.8311688105265299,0.5813561677932739,0.5420825481414795,0.5988656679789225,0.6811159451802572,0.6253194014231364,0.4959096908569336,0.6404653390248617
0.6356187661488851,0.1389045516649882,0.6793549060821533,0.2740254600842793,0.415613055229187,0.2809191942214966,0.7401982148488363,0.4585667451222737,0.3560143709182739,0.5311899582544962,0.8204341729482015,0.5922046502431234,0.5372840563456217,0.5995978514353434,0.6751837730407715,0.6252295176188151,0.488397200902303,0.6362853844960531
0.6288125514984131,0.1373294989267985,0.6847485701243082,0.2744403680165608,0.4158886273701985,0.2800224026044209,0.739990234375,0.4607492287953694,0.3491806189219157,0.5280721584955851,0.8068123658498129,0.57328728834788,0.5266504287719727,0.5932127634684244,0.67570694287618,0.6234934329986572,0.4869453509648641,0.6330422560373942
0.6222301324208578,0.1432209610939026,0.6827404499053955,0.2772088845570882,0.4107777674992879,0.2815280556678772,0.7403115431467692,0.4637080033620198,0.3439928690592448,0.5320392449696859,0.7924663225809733,0.5893112023671468,0.5224763552347819,0.6012247800827026,0.6754415035247803,0.6265663703282675,0.4859890540440877,0.6351954142252604
0.6222408612569174,0.1432487964630127,0.6827460924784342,0.2772141297658284,0.4107894500096639,0.2815279761950175,0.7402550379435221,0.4636094570159912,0.3439829746882121,0.5319580237070719,0.7924721240997314,0.5892966588338217,0.5221191247304281,0.6011622746785482,0.6755225658416748,0.6265613238016764,0.4860956271489461,0.6351882616678873
0.6174453894297282,0.1405359506607055,0.6857747236887614,0.2765162785847981,0.4094413518905639,0.2817769447962443,0.742440938949585,0.4704421361287434,0.3378802140553792,0.5318988164265951,0.7766556739807129,0.5962439378102621,0.5053984721501669,0.6018534501393636,0.677940845489502,0.6257964769999186,0.4872067769368489,0.6339992682139078
0.6078402598698934,0.1415732304255167,0.6872599919637045,0.2780807018280029,0.4076473712921142,0.2818291783332824,0.7450693448384603,0.4756164153416951,0.3351260026295979,0.5292611122131348,0.774264415105184,0.5908082326253256,0.5065053701400757,0.602288285891215,0.6738216876983643,0.6254428625106812,0.4816479285558064,0.6325594584147135
0.6080691417058309,0.1449874440828959,0.6867087682088217,0.2775898973147074,0.4072308540344238,0.2811672488848368,0.7449165980021158,0.4734861850738525,0.3324794769287109,0.5259615580240885,0.7615007559458414,0.5864648024241129,0.4930421113967895,0.603959878285726,0.6710008780161539,0.6243845621744791,0.478742520014445,0.6309156020482382
0.6046973069508871,0.1467711130777994,0.6854826609293619,0.278479516506195,0.4048368136088053,0.2822091976801554,0.7468013763427734,0.4797236124674479,0.3291822671890259,0.5272088050842285,0.7599130471547445,0.597574790318807,0.4885470072428385,0.6073371569315592,0.6697024504343668,0.6285084088643392,0.4772888819376628,0.6346957683563232
0.604659636815389,0.1467661460240682,0.6855025291442871,0.2785026629765828,0.4048648675282796,0.2821887135505676,0.7468650341033936,0.4797214269638061,0.3292532761891683,0.5272899468739828,0.7597341537475586,0.5976520379384359,0.4891172647476196,0.6072568893432617,0.6696941057840983,0.6284956932067871,0.4772601127624511,0.6346657276153564
0.606225331624349,0.1453187465667724,0.6825839678446451,0.2749397158622741,0.4039728244145711,0.2812822262446086,0.7441393534342448,0.4713826179504394,0.3305568893750508,0.5274007717768351,0.751659075419108,0.5896243651707967,0.4892202218373616,0.6051069100697836,0.6675319671630859,0.6253862380981445,0.4764854113260905,0.6325043439865112
0.5987470149993896,0.1418404281139373,0.6821734110514323,0.2740294535954793,0.4032350381215413,0.2811410029729207,0.740684986114502,0.466001033782959,0.3324451247851054,0.5301797787348429,0.7400710582733154,0.586673895517985,0.4918347597122192,0.6040690739949545,0.6654252211252848,0.6275516351064047,0.4743571281433105,0.6344021956125895
0.5970853964487711,0.1442338625590006,0.6839652061462402,0.2751813332239787,0.4027100404103597,0.2812833189964294,0.7382098038991293,0.4678691228230794,0.3358795245488484,0.5331655740737915,0.7372566858927408,0.591842532157898,0.5011314551035563,0.603379487991333,0.6627504825592041,0.625422477722168,0.4709764719009399,0.6317048867543539
0.5974760055541992,0.1445922056833903,0.6826556523640951,0.2737653454144795,0.4042038520177205,0.2797428170839945,0.739147424697876,0.4692263603210449,0.3371639649073283,0.5317315657933553,0.7252790927886963,0.5814003944396973,0.5071734587351481,0.5967384576797485,0.6586522658665975,0.6246811548868815,0.4683501720428467,0.6300304333368937
0.5974875291188558,0.1445929606755574,0.6826531887054443,0.2737517754236857,0.4042035341262817,0.2797531882921855,0.7392013072967529,0.4692729314168294,0.3371774355570475,0.5317606925964355,0.7251286506652832,0.5816599527994791,0.5072745084762573,0.5967679023742676,0.6586818695068359,0.6247379382451376,0.4683880408604939,0.6300905148188273
0.5974392493565878,0.1449695328871409,0.6795475482940674,0.2695785363515218,0.405446966489156,0.2786791324615478,0.7363205750783285,0.4641224543253581,0.3389889001846313,0.5308590332667033,0.719694455464681,0.5827229022979736,0.4978845516840617,0.6002162297566732,0.6542046070098877,0.6235148111979166,0.4666217565536499,0.6290051937103271
0.5947229067484537,0.1479119261105855,0.6802031199137369,0.2694216171900431,0.4065944751103719,0.2759389281272888,0.7362043062845866,0.4661885897318522,0.3378725051879883,0.5261919895807902,0.7113651434580485,0.584287683169047,0.4991631110509236,0.6012531121571859,0.6521007219950358,0.6196916898091634,0.4651687939961751,0.6239754358927408
0.5969561735788981,0.1461799442768097,0.6816105047861735,0.2711436152458191,0.4059842427571614,0.2767900427182515,0.7363942464192709,0.4750096797943115,0.3387810786565144,0.5235795974731445,0.705388069152832,0.5945068995157877,0.4867550532023112,0.6078203519185384,0.6536964575449625,0.6182952324549357,0.4663991530736287,0.6216651201248169
0.5900189081827799,0.149329404036204,0.6826498508453369,0.2738667130470276,0.4063405593236287,0.2805202802022298,0.7357867558797201,0.4714861313501994,0.3419318596522013,0.5210527578989664,0.708109458287557,0.582810640335083,0.4848570823669433,0.6085425217946371,0.6490998268127441,0.6104625860850016,0.4641388654708862,0.6152684688568115
0.5899754762649536,0.1492772499720255,0.6826435724894205,0.2738287051518758,0.4063456455866496,0.2805369695027669,0.7358194986979166,0.4713973999023437,0.3419113556543986,0.5211044947306315,0.7080729007720947,0.5828975041707357,0.4849294821421305,0.6084570089975992,0.6490861972173055,0.6104701360066732,0.4641352891921997,0.615288257598877
0.5833804607391357,0.1500932574272155,0.6821278731028239,0.2728344003359477,0.4062930742899577,0.2803100347518921,0.733122189839681,0.4718214273452759,0.3419873317082723,0.519303560256958,0.7071458498636881,0.5852758884429932,0.4907479683558146,0.6022834777832031,0.6507585843404134,0.6105758746465048,0.4670017957687378,0.6163366635640463
0.5799639225006104,0.147829532623291,0.6793568929036459,0.2695247530937195,0.4075668652852376,0.2797747453053792,0.7347244421641032,0.4700088500976562,0.3400592009226481,0.5200357437133789,0.7058640321095785,0.5851689974466959,0.4897915919621785,0.5992436011632284,0.6527268091837565,0.6092303593953451,0.4709596236546834,0.6164853572845459
0.5819149017333984,0.1501206159591674,0.6796774864196777,0.2695935765902201,0.4070849021275838,0.2802608013153076,0.7335237661997477,0.465072751045227,0.3422468503316243,0.5187287330627441,0.7019156614939371,0.5820784568786621,0.4959618647893269,0.5942633152008057,0.6519114176432291,0.6128575801849365,0.4698992172876994,0.6203406651814779
0.593449592590332,0.1543490091959635,0.6798352400461832,0.2728667259216308,0.4064839283625285,0.2813318967819214,0.7352838516235352,0.467223326365153,0.345454454421997,0.520334800084432,0.6963431040445963,0.5858112176259359,0.4921754598617553,0.5930908521016439,0.6485914389292399,0.6159233252207438,0.4693298737208048,0.6213595072428385
0.5935947895050049,0.1543383598327636,0.6798268953959147,0.2728450099627177,0.4065017302831014,0.2813382744789123,0.7352153460184733,0.4672756989796956,0.3455051978429158,0.5203874111175537,0.6963911056518555,0.5858901739120483,0.4922916889190674,0.5931092103322347,0.6485349337259928,0.615898609161377,0.4692837397257487,0.6213430166244507
0.583733081817627,0.1564780473709106,0.6799798011779785,0.2733301917711894,0.4053965012232463,0.2829416791598002,0.7338666121164957,0.4690358638763428,0.3477991422017415,0.5200951894124349,0.6959474881490072,0.5841517845789591,0.504959503809611,0.5906946261723837,0.6515687306722006,0.6116783221562704,0.4694543282190959,0.6184820731480917
