Epoch: 1 | Train loss: 0.00039909148843775445 | Validation loss: 0.00036282185600868883
Epoch: 2 | Train loss: 0.00032593496202006414 | Validation loss: 0.00028433553660321876
Epoch: 3 | Train loss: 0.00027320315921645016 | Validation loss: 0.0002429424006132349
Epoch: 4 | Train loss: 0.00022623537508222136 | Validation loss: 0.00022774477194842624
Epoch: 5 | Train loss: 0.00020049054391664856 | Validation loss: 0.000178164594266987
Epoch: 6 | Train loss: 0.00018777876886909436 | Validation loss: 0.000192901806201734
Epoch: 7 | Train loss: 0.00017695106956731895 | Validation loss: 0.00016353751509617478
Epoch: 8 | Train loss: 0.00017050305651380632 | Validation loss: 0.00017243949328794292
Epoch: 9 | Train loss: 0.00016095043959195464 | Validation loss: 0.0001587310515592152
Epoch: 10 | Train loss: 0.0001539020765512963 | Validation loss: 0.00014154565537103443
