x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,label
0.22407937,0.44634253,0.30865198,0.6210568,0.2908639,0.3378474,0.5566156,0.6630773,0.5112197,0.29116762,0.75648654,0.5259064,0.6064209,0.23072171,0.7151005,0.56061375,0.7005121,0.358989,Unlabeled
0.22403404,0.44610915,0.30881968,0.6211311,0.29091173,0.3378062,0.5573578,0.6633381,0.51097125,0.2913208,0.7565143,0.5258308,0.5967786,0.2355498,0.715301,0.5603995,0.70035493,0.35870773,Unlabeled
0.22418338,0.44806787,0.30860603,0.62082726,0.29050207,0.33756417,0.55688894,0.66239727,0.51099247,0.29125744,0.756988,0.52533793,0.5953357,0.23636907,0.71471345,0.5610402,0.6989504,0.36307383,Unlabeled
0.22690818,0.4520329,0.3077838,0.6209076,0.2886654,0.33845362,0.55274177,0.6620037,0.5093633,0.2915628,0.7328012,0.5664241,0.60342646,0.23128605,0.7127308,0.560652,0.6973805,0.36286324,Unlabeled
0.22571027,0.45298406,0.30742666,0.62107915,0.28870198,0.33827934,0.55163246,0.6617751,0.5091078,0.29105026,0.73225915,0.5671048,0.6024951,0.23110458,0.7036567,0.56077266,0.69683045,0.3588781,Unlabeled
0.22638673,0.4538693,0.30754873,0.6209873,0.28910378,0.33814824,0.55203986,0.66161966,0.50917894,0.2909411,0.7158927,0.58284336,0.59304667,0.23236397,0.7031425,0.56081533,0.6963987,0.3588583,Unlabeled
0.23653978,0.4555034,0.30703175,0.6202906,0.2898069,0.33852935,0.5517743,0.66182494,0.50994825,0.29089874,0.7165193,0.58192855,0.6045985,0.22983661,0.7049298,0.5612255,0.6974656,0.35860467,Unlabeled
0.22648434,0.45963234,0.3071931,0.62048495,0.2904526,0.33880353,0.5547004,0.66105163,0.51071477,0.2906356,0.7331812,0.56484556,0.606284,0.22964892,0.7139103,0.5614709,0.6967927,0.3589263,Unlabeled
0.22802046,0.45134205,0.30937758,0.62070936,0.2892337,0.33948463,0.56204975,0.660792,0.5108687,0.2913652,0.75861996,0.5277376,0.6054654,0.2296929,0.7161269,0.5594475,0.6986055,0.35799953,Unlabeled
0.23045108,0.45061928,0.31002337,0.6217066,0.28962255,0.3405509,0.58818746,0.6485501,0.5103928,0.29025888,0.7586653,0.527616,0.6061262,0.2291144,0.71788806,0.56037873,0.7001216,0.3583014,Unlabeled
0.22983436,0.45043123,0.31043762,0.6218073,0.28990343,0.34026894,0.5882827,0.64851433,0.5102789,0.289877,0.7587685,0.52781415,0.6054194,0.22968236,0.7180872,0.56075984,0.7003881,0.35850602,Unlabeled
0.22724423,0.44716746,0.31149504,0.6224005,0.29045123,0.33963734,0.58734435,0.64965284,0.5119554,0.28951678,0.7588517,0.5285478,0.6075897,0.22783437,0.71884775,0.5607267,0.70095223,0.35836586,Unlabeled
0.2225381,0.44500005,0.31149817,0.62164474,0.29040483,0.3393659,0.5885163,0.64818424,0.5120956,0.28977233,0.75506777,0.5348117,0.6066828,0.22903816,0.7191551,0.561008,0.7009706,0.35795602,Unlabeled
0.21787435,0.44084293,0.3124978,0.6201369,0.2860697,0.33934897,0.5901803,0.6474006,0.5110835,0.29040897,0.7594263,0.50652856,0.59593475,0.23452155,0.7193254,0.5607577,0.70036626,0.3563909,Unlabeled
0.21790707,0.44218123,0.3117621,0.6195892,0.28344062,0.33893645,0.58743715,0.6474988,0.5092505,0.29063198,0.7595872,0.50717974,0.5963002,0.23323932,0.71686935,0.5600151,0.69762033,0.35519618,Unlabeled
0.21918404,0.44209152,0.31180453,0.61933386,0.28373975,0.33910906,0.58715504,0.64750767,0.5089362,0.29079446,0.7596315,0.50718117,0.5962999,0.23380584,0.7164657,0.5594748,0.69715846,0.35494614,Unlabeled
0.2168122,0.44730866,0.3108813,0.62031,0.28534296,0.339422,0.5867733,0.6479568,0.5084158,0.2906056,0.7586059,0.50437534,0.60722315,0.22963677,0.7185256,0.5587973,0.69911206,0.3538954,Unlabeled
0.21991211,0.44823015,0.31185722,0.62120616,0.28531885,0.33944273,0.5870487,0.6476767,0.5087295,0.29058078,0.75998366,0.4902686,0.6080588,0.22942647,0.7166979,0.558725,0.6978676,0.35483253,Unlabeled
0.2221275,0.44839773,0.30799466,0.62091416,0.28666568,0.33929592,0.5839218,0.64886457,0.50848854,0.29124013,0.7554941,0.5364731,0.60314536,0.22908257,0.71881473,0.56106913,0.70040596,0.3576197,Unlabeled
0.22098099,0.44738758,0.30908608,0.6208156,0.2870711,0.33948094,0.5855812,0.64940053,0.50871223,0.29110977,0.75579786,0.5372129,0.6034366,0.22907072,0.71915495,0.5609421,0.7007841,0.3577817,Unlabeled
0.22037461,0.4468186,0.30901635,0.62078625,0.28757936,0.33950728,0.5856433,0.6493621,0.508857,0.29113317,0.7558212,0.5371021,0.60345787,0.22907108,0.71922874,0.561118,0.70082873,0.3580575,Unlabeled
0.22176772,0.44758612,0.30821875,0.62154233,0.28760833,0.33861887,0.586604,0.6476759,0.50958157,0.29098135,0.7569746,0.53550684,0.60431045,0.22909278,0.7217089,0.5618679,0.70351875,0.35816246,Unlabeled
0.21705686,0.44571468,0.3083516,0.6221502,0.2881012,0.3385919,0.5866843,0.6482401,0.50909966,0.2914103,0.7609326,0.52891254,0.6038577,0.23002744,0.7216506,0.5597712,0.70210075,0.35688156,Unlabeled
0.2212213,0.44218025,0.3100204,0.62296677,0.28866288,0.339056,0.5891734,0.6476864,0.50911665,0.290982,0.76156515,0.5272608,0.6006608,0.23251706,0.72322905,0.55887747,0.70227206,0.35699362,Unlabeled
0.22301313,0.446203,0.30976838,0.62375313,0.28979662,0.33833918,0.590268,0.64746344,0.50973505,0.29087156,0.7615771,0.5262302,0.6022369,0.23131931,0.7243339,0.5595833,0.7035741,0.35725236,Unlabeled
0.22318046,0.44665712,0.3094759,0.6238452,0.29007456,0.33828664,0.5893244,0.6475452,0.5098455,0.29083765,0.76132053,0.5265225,0.60204315,0.2313131,0.72416043,0.5599096,0.70350546,0.35730517,Unlabeled
0.22069697,0.44790578,0.30973583,0.6234664,0.29014248,0.3378976,0.5855617,0.6483184,0.5090049,0.29141542,0.7615311,0.4904651,0.60310555,0.2311852,0.7232156,0.55948806,0.7025485,0.35721254,Unlabeled
0.22027886,0.44881284,0.30915448,0.6223552,0.29147118,0.33789715,0.5839359,0.64830995,0.509705,0.29112008,0.7539121,0.5359123,0.6018816,0.23233089,0.7221307,0.5590787,0.7024867,0.35794067,Unlabeled
0.22378092,0.45001274,0.30836898,0.6231141,0.2891046,0.33796248,0.58444786,0.64862597,0.509539,0.29109553,0.75351,0.53704655,0.60393304,0.23087466,0.72191757,0.559695,0.70190644,0.35647893,Unlabeled
0.2285386,0.45260653,0.30889925,0.6234256,0.28851387,0.3387559,0.5896153,0.6501423,0.51039207,0.29074064,0.75868833,0.5308565,0.60434896,0.23090196,0.72354645,0.55923384,0.7035657,0.3545739,Unlabeled
0.22799598,0.45291266,0.3087836,0.62336403,0.28858355,0.33865148,0.58997977,0.65020066,0.51064354,0.29070818,0.75870246,0.53064895,0.60486424,0.23063593,0.7237319,0.55921566,0.70376265,0.35437554,Unlabeled
0.22628754,0.44891852,0.30925974,0.62312543,0.28798074,0.33904466,0.5929315,0.6498624,0.5103241,0.2906389,0.76015204,0.5309608,0.6070554,0.22929327,0.72405946,0.55877835,0.70343995,0.35517472,Unlabeled
0.22579151,0.44626582,0.31000018,0.6233706,0.28901947,0.33935484,0.5935179,0.6505809,0.510211,0.290564,0.7611501,0.49079263,0.6068055,0.22979107,0.7240715,0.5582696,0.70347685,0.35602134,Unlabeled
0.22837725,0.4492535,0.30980843,0.6227299,0.2902149,0.33954105,0.592712,0.64873356,0.5112561,0.2900042,0.76068157,0.49126703,0.60638905,0.22995526,0.7232331,0.55936813,0.70249414,0.35730284,Unlabeled
0.22523229,0.44840357,0.310022,0.6228877,0.2904745,0.33918452,0.59188104,0.648234,0.51080716,0.29045397,0.7605647,0.4910261,0.60573643,0.23058769,0.7234405,0.5598816,0.70256925,0.35795474,Stable
